auc-PR,auc,ap,precision,recall,f1,dataset,scenario,model,anomaly_ratio,total_samples,anomaly_count
0.5431,0.9491,0.5456,0.6682,0.735,0.7,NSL-KDD,D,GANoma,0.09090909090909091,2200,200
0.9564,0.985,0.9564,0.8545,0.94,0.8952,NSL-KDD,D,FTTransformer,0.09090909090909091,2200,200
0.9487,0.9907,0.9488,0.8545,0.94,0.8952,NSL-KDD,C,FTTransformer,0.09090909090909091,2200,200
0.7481,0.9489,0.7541,0.7227,0.795,0.7571,CreditCard,A,LUNAR,0.09090909090909091,2200,200
0.8743,0.9891,0.8753,0.419,0.9565,0.5828,EmailSpam-bert,A,FTTransformer,0.04397705544933078,1046,46
0.6691,0.9474,0.6698,0.5045,0.555,0.5286,NSL-KDD,C,AE,0.09090909090909091,2200,200
0.9408,0.9749,0.9408,0.8318,0.915,0.8714,CreditCard,A,DevNet,0.09090909090909091,2200,200
0.9366,0.9752,0.9375,0.8545,0.94,0.8952,NSL-KDD,C,DevNet,0.09090909090909091,2200,200
0.138,0.8169,0.1453,0.1429,0.3261,0.1987,EmailSpam-bert,C,LUNAR,0.04397705544933078,1046,46
0.5692,0.9233,0.5767,0.5955,0.655,0.6238,CreditCard,D,AE,0.09090909090909091,2200,200
0.3319,0.7825,0.337,0.3455,0.38,0.3619,AnnThyroid,A,LUNAR,0.09090909090909091,1100,100
0.8606,0.9273,0.8608,0.7636,0.84,0.8,CreditCard,A,GANoma,0.09090909090909091,2200,200
0.1635,0.5978,0.1668,0.1727,0.19,0.181,AnnThyroid,C,DeepSVDD,0.09090909090909091,1100,100
0.8467,0.9686,0.8475,0.381,0.8696,0.5298,EmailSpam-bert,B,FTTransformer,0.04397705544933078,1046,46
0.141,0.7139,0.1175,0.1524,0.3478,0.2119,EmailSpam-bert,A,SO_GAAL,0.04397705544933078,1046,46
0.3258,0.9007,0.3281,0.3409,0.375,0.3571,NSL-KDD,C,GANoma,0.09090909090909091,2200,200
0.594,0.8669,0.5951,0.55,0.605,0.5762,CreditCard,C,DAGMM,0.09090909090909091,2200,200
0.9267,0.973,0.9268,0.8273,0.91,0.8667,CreditCard,B,FTTransformer,0.09090909090909091,2200,200
0.6136,0.9491,0.6153,0.6136,0.675,0.6429,NSL-KDD,D,DeepSVDD,0.09090909090909091,2200,200
0.7697,0.951,0.7744,0.7455,0.82,0.781,CreditCard,B,VAE,0.09090909090909091,2200,200
0.8477,0.988,0.8489,0.7818,0.86,0.819,AnnThyroid,D,DevNet,0.09090909090909091,1100,100
0.6651,0.881,0.6381,0.6273,0.69,0.6571,NSL-KDD,A,SO_GAAL,0.09090909090909091,2200,200
0.2423,0.6225,0.1606,0.2143,0.24,0.2264,AnnThyroid,B,SO_GAAL,0.09090909090909091,1100,100
0.1037,0.7925,0.1085,0.1238,0.2826,0.1722,EmailSpam-bert,A,VAE,0.04397705544933078,1046,46
0.1843,0.7194,0.1881,0.2455,0.27,0.2571,AnnThyroid,D,AE,0.09090909090909091,1100,100
0.7328,0.9506,0.7355,0.7182,0.79,0.7524,AnnThyroid,D,FEAWAD,0.09090909090909091,1100,100
0.9596,0.9779,0.9597,0.8545,0.94,0.8952,NSL-KDD,D,DevNet,0.09090909090909091,2200,200
0.3519,0.8114,0.3545,0.3136,0.345,0.3286,NSL-KDD,D,LUNAR,0.09090909090909091,2200,200
